mission_time_s,tx,ty,tz,error,x1,x2,x3,y1,y2,y3,z1,z2,z3
1.202574,NaN,NaN,NaN,NaN,-0.017675,-1.976045,2.017240,-0.024624,-1.997871,-2.063866,-0.042656,-0.001347,0.035984
1.209392,NaN,NaN,NaN,NaN,-0.017576,-1.976142,2.016860,-0.024665,-1.997774,-2.064106,-0.042961,-0.001507,0.035686
1.220156,NaN,NaN,NaN,NaN,-0.017482,-1.976206,2.016671,-0.024707,-1.997732,-2.064232,-0.043259,-0.001595,0.035542
1.228617,NaN,NaN,NaN,NaN,-0.017302,-1.976266,2.016482,-0.024795,-1.997689,-2.064361,-0.043839,-0.001678,0.035404
1.240210,NaN,NaN,NaN,NaN,-0.017220,-1.976322,2.016292,-0.024839,-1.997646,-2.064468,-0.044178,-0.001762,0.035206
1.249143,NaN,NaN,NaN,NaN,-0.017141,-1.976488,2.015912,-0.024885,-1.997587,-2.064694,-0.044510,-0.001957,0.034824
1.270177,NaN,NaN,NaN,NaN,-0.016992,-1.976755,2.015529,-0.024979,-1.997519,-2.064893,-0.045151,-0.002266,0.034420
1.280528,NaN,NaN,NaN,NaN,-0.016871,-1.976868,2.015336,-0.025041,-1.997512,-2.064979,-0.045856,-0.002380,0.034206
1.288957,NaN,NaN,NaN,NaN,-0.016815,-1.976977,2.014950,-0.025073,-1.997505,-2.065162,-0.046200,-0.002506,0.033794
1.301960,NaN,NaN,NaN,NaN,-0.016760,-1.977082,2.014757,-0.025106,-1.997496,-2.065260,-0.046535,-0.002632,0.033596
1.309948,NaN,NaN,NaN,NaN,-0.016729,-1.977183,2.014551,-0.025107,-1.997487,-2.065315,-0.046890,-0.002758,0.033344
1.320041,NaN,NaN,NaN,NaN,-0.016673,-1.977447,2.014345,-0.025114,-1.997512,-2.065373,-0.047581,-0.003040,0.033096
1.341293,NaN,NaN,NaN,NaN,-0.016638,-1.977693,2.013722,-0.025092,-1.997532,-2.065525,-0.048244,-0.003319,0.032326
1.349358,NaN,NaN,NaN,NaN,-0.016623,-1.977857,2.013511,-0.025042,-1.997557,-2.065551,-0.048904,-0.003475,0.032043
1.360698,NaN,NaN,NaN,NaN,-0.016618,-1.978169,2.013089,-0.025020,-1.997601,-2.065617,-0.049225,-0.003803,0.031498
1.370153,NaN,NaN,NaN,NaN,-0.016622,-1.978318,2.012871,-0.024979,-1.997621,-2.065609,-0.049572,-0.003963,0.031189
1.380102,NaN,NaN,NaN,NaN,-0.016628,-1.978496,2.012654,-0.024940,-1.997654,-2.065606,-0.049915,-0.004139,0.030891
1.402083,NaN,NaN,NaN,NaN,-0.016668,-1.979002,2.012220,-0.024812,-1.997744,-2.065613,-0.050900,-0.004665,0.030338
1.409601,NaN,NaN,NaN,NaN,-0.016692,-1.979170,2.011742,-0.024758,-1.997782,-2.065550,-0.051235,-0.004845,0.029755
1.420044,NaN,NaN,NaN,NaN,-0.016718,-1.979333,2.011504,-0.024706,-1.997817,-2.065526,-0.051563,-0.005024,0.029472
1.429091,NaN,NaN,NaN,NaN,-0.016774,-1.979491,2.011266,-0.024607,-1.997851,-2.065507,-0.052200,-0.005199,0.029198
1.440249,NaN,NaN,NaN,NaN,-0.016819,-1.979646,2.011020,-0.024542,-1.997884,-2.065470,-0.052540,-0.005375,0.028915
1.448884,NaN,NaN,NaN,NaN,-0.016865,-1.979953,2.010528,-0.024479,-1.997967,-2.065411,-0.052853,-0.005745,0.028355
1.460957,NaN,NaN,NaN,NaN,-0.016961,-1.980101,2.010282,-0.024357,-1.998006,-2.065389,-0.053459,-0.005928,0.028084
1.471474,NaN,NaN,NaN,NaN,-0.017036,-1.980395,2.010029,-0.024276,-1.998094,-2.065345,-0.053776,-0.006294,0.027809
1.480774,NaN,NaN,NaN,NaN,-0.017113,-1.980541,2.009776,-0.024197,-1.998143,-2.065306,-0.054089,-0.006477,0.027538
1.489244,NaN,NaN,NaN,NaN,-0.017190,-1.980684,2.009271,-0.024120,-1.998190,-2.065244,-0.054398,-0.006660,0.027020
1.500356,NaN,NaN,NaN,NaN,-0.017268,-1.980822,2.009011,-0.024044,-1.998235,-2.065206,-0.054699,-0.006840,0.026760
1.510102,NaN,NaN,NaN,NaN,-0.017367,-1.980967,2.008752,-0.023959,-1.998297,-2.065173,-0.055019,-0.007030,0.026501
1.520137,NaN,NaN,NaN,NaN,-0.017567,-1.981283,2.008493,-0.023796,-1.998432,-2.065146,-0.055645,-0.007385,0.026245
1.529585,NaN,NaN,NaN,NaN,-0.017667,-1.981428,2.008235,-0.023717,-1.998491,-2.065123,-0.055946,-0.007584,0.025997
1.540203,NaN,NaN,NaN,NaN,-0.017801,-1.981546,2.007703,-0.023634,-1.998553,-2.065067,-0.056259,-0.007774,0.025486
1.549173,NaN,NaN,NaN,NaN,-0.018069,-1.981685,2.007439,-0.023473,-1.998625,-2.065047,-0.056866,-0.007980,0.025238
1.561491,NaN,NaN,NaN,NaN,-0.018204,-1.981979,2.007174,-0.023395,-1.998772,-2.065032,-0.057163,-0.008396,0.024998
1.570799,NaN,NaN,NaN,NaN,-0.018354,-1.982120,2.006910,-0.023308,-1.998841,-2.065022,-0.057457,-0.008602,0.024754
1.580130,NaN,NaN,NaN,NaN,-0.018504,-1.982281,2.006368,-0.023223,-1.998946,-2.064959,-0.057747,-0.008801,0.024239
1.589049,NaN,NaN,NaN,NaN,-0.018804,-1.982439,2.006097,-0.023058,-1.999048,-2.064936,-0.058311,-0.008999,0.023991
1.600354,NaN,NaN,NaN,NaN,-0.018981,-1.982593,2.005827,-0.022974,-1.999146,-2.064919,-0.058590,-0.009205,0.023750
1.620100,NaN,NaN,NaN,NaN,-0.019332,-1.983051,2.005034,-0.022810,-1.999480,-2.064787,-0.059132,-0.009792,0.022999
1.629623,NaN,NaN,NaN,NaN,-0.019507,-1.983198,2.004772,-0.022731,-1.999594,-2.064754,-0.059406,-0.009983,0.022751
1.640262,NaN,NaN,NaN,NaN,-0.019871,-1.983341,2.004527,-0.022597,-1.999705,-2.064691,-0.059956,-0.010170,0.022488
1.649194,NaN,NaN,NaN,NaN,-0.020065,-1.983626,2.004037,-0.022540,-1.999956,-2.064583,-0.060219,-0.010525,0.021984
1.661149,NaN,NaN,NaN,NaN,-0.020282,-1.983762,2.003792,-0.022499,-2.000075,-2.064538,-0.060459,-0.010696,0.021740
1.670030,NaN,NaN,NaN,NaN,-0.020653,-1.983895,2.003554,-0.022415,-2.000191,-2.064471,-0.060978,-0.010868,0.021492
1.681127,NaN,NaN,NaN,NaN,-0.020837,-1.984152,2.003317,-0.022375,-2.000464,-2.064410,-0.061230,-0.011223,0.021252
1.688975,NaN,NaN,NaN,NaN,-0.021022,-1.984275,2.003080,-0.022335,-2.000595,-2.064355,-0.061481,-0.011398,0.021030
1.708982,NaN,NaN,NaN,NaN,-0.021207,-1.984524,2.002353,-0.022296,-2.000860,-2.064141,-0.061726,-0.011761,0.020386
1.720096,NaN,NaN,NaN,NaN,-0.021759,-1.984771,2.002109,-0.022245,-2.001124,-2.064067,-0.062408,-0.012138,0.020180
1.729618,NaN,NaN,NaN,NaN,-0.021942,-1.984888,2.001864,-0.022230,-2.001250,-2.064000,-0.062630,-0.012325,0.019978
1.740085,NaN,NaN,NaN,NaN,-0.022129,-1.985000,2.001398,-0.022250,-2.001392,-2.063804,-0.062828,-0.012527,0.019596
1.748928,NaN,NaN,NaN,NaN,-0.022503,-1.985107,2.001165,-0.022289,-2.001530,-2.063715,-0.063198,-0.012726,0.019405
1.761088,NaN,NaN,NaN,NaN,-0.022689,-1.985211,2.000730,-0.022310,-2.001665,-2.063508,-0.063377,-0.012924,0.019035
1.769979,NaN,NaN,NaN,NaN,-0.022870,-1.985402,2.000528,-0.022355,-2.001935,-2.063390,-0.063519,-0.013306,0.018852
1.780063,NaN,NaN,NaN,NaN,-0.023051,-1.985488,2.000326,-0.022402,-2.002071,-2.063279,-0.063656,-0.013496,0.018677
1.789032,NaN,NaN,NaN,NaN,-0.023232,-1.985571,2.000124,-0.022448,-2.002203,-2.063175,-0.063793,-0.013680,0.018505
1.800398,NaN,NaN,NaN,NaN,-0.023573,-1.985727,1.999930,-0.022572,-2.002480,-2.063043,-0.064026,-0.014057,0.018311
1.809009,NaN,NaN,NaN,NaN,-0.023733,-1.985800,1.999544,-0.022650,-2.002625,-2.062800,-0.064137,-0.014248,0.018021
1.820111,NaN,NaN,NaN,NaN,-0.023894,-1.985869,1.999350,-0.022727,-2.002766,-2.062687,-0.064243,-0.014435,0.017879
1.829755,NaN,NaN,NaN,NaN,-0.024055,-1.985936,1.999156,-0.022805,-2.002904,-2.062581,-0.064354,-0.014622,0.017742
